LotArea,Neighborhood,HouseStyle,OverallCond,YearBuilt,Exterior1st,GarageCars,TotRmsAbvGrd,SaleType,MSZoning,SalePrice
15431,NridgHt,1Story,5,2008,VinylSd,3,10,WD,RL,555000
12108,Edwards,1Story,4,1955,VinylSd,0,8,WD,RL,118000
6240,BrkSide,1.5Fin,7,1930,MetalSd,2,8,WD,RM,162900
3922,Blmngtn,1Story,5,2006,WdShing,3,6,New,RL,172500
8750,CollgCr,2Story,5,1994,VinylSd,2,8,WD,RL,210000
9855,Edwards,1Story,5,1956,Wd Sdng,2,7,COD,RL,127500
16492,NAmes,1Story,6,1966,BrkFace,2,6,WD,RL,190000
11214,Gilbert,2Story,5,1998,VinylSd,2,10,WD,RL,199900
9303,Timber,2Story,5,1996,VinylSd,2,7,WD,RL,204000
9000,Somerst,2Story,5,2008,VinylSd,2,6,WD,FV,210000
9297,Mitchel,1Story,5,1976,Plywood,2,8,WD,RL,188000
4571,OldTown,2Story,5,1916,AsbShng,3,7,COD,RM,98000
53227,ClearCr,1Story,6,1954,Plywood,2,6,WD,RL,256000
5100,OldTown,2Story,7,1925,Stucco,1,7,WD,RM,161000
7015,BrkSide,1.5Fin,4,1950,MetalSd,1,5,WD,RL,110000
8004,Somerst,2Story,5,2009,VinylSd,2,8,New,FV,263435
7200,SWISU,2Story,9,1936,Wd Sdng,2,6,WD,RL,155000
8281,Sawyer,1Story,5,1965,MetalSd,1,5,WD,RL,62383
11988,Crawfor,2Story,7,1934,Stucco,1,6,WD,RL,188700
8430,CollgCr,1Story,5,1978,HdBoard,0,5,WD,RL,124000
3072,Blmngtn,1Story,5,2004,VinylSd,2,6,WD,RM,178740
10628,NAmes,1Story,5,1970,Plywood,2,5,WD,RL,167000
9480,NAmes,2Story,7,1942,MetalSd,1,7,WD,RL,146500
11428,NridgHt,1Story,5,2006,VinylSd,3,7,WD,RL,250000
9291,SawyerW,2Story,5,1993,HdBoard,2,7,WD,RL,187000
11952,NWAmes,2Story,6,1977,WdShing,2,8,WD,RL,190000
3675,Edwards,SLvl,5,2005,VinylSd,2,5,WD,RM,148000
5330,StoneBr,1Story,5,2000,CemntBd,2,6,WD,RL,251000
8480,Sawyer,1Story,6,1963,HdBoard,2,5,WD,RL,132500
13693,NridgHt,2Story,5,2006,VinylSd,3,9,WD,RL,380000
10637,CollgCr,1Story,5,2007,VinylSd,3,7,WD,RL,297000
5925,OldTown,1Story,7,1937,Stucco,2,7,WD,RM,89471
11846,NridgHt,1Story,5,2003,VinylSd,3,6,WD,RL,374000
2500,OldTown,2Story,8,1915,Stucco,1,7,WD,RM,155000
7758,Sawyer,1Story,7,1962,HdBoard,1,6,WD,RL,132500
10289,NAmes,1Story,7,1965,MetalSd,2,6,WD,RL,156000
12243,NWAmes,1Story,6,1971,Plywood,2,7,WD,RL,175000
10800,OldTown,1.5Fin,4,1900,Wd Sdng,2,10,ConLD,RL,160000
1526,MeadowV,SFoyer,8,1970,CemntBd,1,3,WD,RM,86000
2665,MeadowV,2Story,6,1976,CemntBd,1,4,WD,RM,115000
9490,NAmes,1.5Fin,7,1941,Wd Sdng,1,5,WD,RL,133000
15578,Gilbert,2Story,5,2006,VinylSd,2,8,New,RL,172785
5784,OldTown,1Story,8,1938,MetalSd,1,4,WD,RM,91300
7879,IDOTRR,1Story,5,1920,Wd Sdng,0,4,WD,C (all),34900
12692,NoRidge,1Story,5,1992,BrkFace,2,10,WD,RL,430000
9120,BrkSide,1.5Fin,6,1925,Wd Sdng,1,8,WD,RL,184000
7800,Sawyer,1Story,7,1967,HdBoard,1,5,WD,RL,130000
7535,NAmes,1Story,7,1958,MetalSd,1,5,WD,RL,120000
1890,BrDale,2Story,5,1973,HdBoard,1,7,WD,RM,113000
9803,Somerst,2Story,5,2005,VinylSd,2,7,WD,FV,226700
9170,Edwards,1Story,7,1965,MetalSd,2,6,WD,RL,140000
15602,Crawfor,1Story,8,1959,BrkFace,2,6,WD,RL,289000
2308,NPkVill,2Story,5,1974,Plywood,2,6,WD,RL,147000
7596,OldTown,2Story,5,1952,Wd Sdng,2,10,COD,RM,124500
9554,SawyerW,2Story,5,1993,VinylSd,2,8,WD,RL,215000
7862,Somerst,1Story,5,2009,VinylSd,2,4,New,FV,208300
9600,OldTown,2Story,9,1928,MetalSd,2,7,WD,RM,161000
9600,NAmes,1Story,6,1959,MetalSd,1,6,WD,RL,124500
14559,NAmes,1Story,7,1951,Wd Sdng,1,6,WD,RL,164900
6792,NridgHt,1Story,5,2005,VinylSd,2,6,New,RL,202665
9100,NAmes,1Story,5,1958,VinylSd,2,5,WD,RL,129900
9187,Mitchel,1Story,5,1983,VinylSd,2,5,WD,RL,134000
10448,NWAmes,SLvl,6,1972,HdBoard,2,7,COD,RL,158000
10208,NoRidge,2Story,5,1996,VinylSd,3,7,WD,RL,265000
9531,CollgCr,2Story,5,1998,VinylSd,2,7,WD,RL,211000
10918,Crawfor,2Story,9,1926,MetalSd,1,9,WD,RL,234000
10800,OldTown,2Story,7,1900,MetalSd,0,7,WD,RL,106250
11988,NAmes,1Story,6,1957,VinylSd,1,6,WD,RL,150000
7500,Somerst,1Story,5,2005,VinylSd,2,6,WD,FV,176000
14948,NridgHt,2Story,5,2008,VinylSd,3,11,New,RL,446261
9098,Edwards,1Story,7,1920,Wd Sdng,0,5,WD,RL,86000
32668,Crawfor,1Story,3,1957,Wd Sdng,2,9,WD,RL,200624
10200,Timber,SLvl,5,1988,HdBoard,2,5,WD,RL,175000
6155,BrkSide,2Story,8,1920,Wd Sdng,2,6,WD,RM,128000
7200,NAmes,1Story,7,1955,VinylSd,1,5,WD,RL,107500
5000,BrkSide,1Story,3,1946,VinylSd,0,2,WD,RL,39300
9056,Gilbert,2Story,5,2004,VinylSd,2,6,WD,RL,178000
8924,CollgCr,2Story,5,1998,VinylSd,2,8,WD,RL,188000
11553,Sawyer,1Story,5,1968,Plywood,1,7,WD,RL,158000
11423,CollgCr,1Story,5,2001,VinylSd,2,6,WD,RL,272000
11000,NoRidge,2Story,5,2000,VinylSd,3,8,WD,RL,248000
10140,NWAmes,1Story,5,1998,VinylSd,2,7,WD,RL,213250
4058,NAmes,SFoyer,5,1998,MetalSd,1,4,WD,RH,133000
17104,Gilbert,2Story,5,2006,VinylSd,2,7,New,RL,179665
13837,NWAmes,1.5Fin,5,1988,HdBoard,3,9,WD,RL,229000
7244,Mitchel,SFoyer,7,1970,VinylSd,2,5,WD,RL,129500
4043,NPkVill,1Story,6,1977,Plywood,2,4,COD,RL,140000
6000,OldTown,1Story,6,1957,BrkFace,1,5,WD,RM,112500
11146,NridgHt,1Story,5,2006,VinylSd,3,7,WD,RL,255500
8777,Edwards,1Story,5,1949,VinylSd,2,5,WD,RL,108000
10625,NridgHt,2Story,5,2003,VinylSd,3,8,WD,RL,284000
11040,IDOTRR,1.5Fin,6,1920,MetalSd,1,7,COD,C (all),108000
3196,Blmngtn,1Story,5,2003,VinylSd,2,7,WD,RL,234000
10010,Mitchel,1Story,5,1974,HdBoard,2,6,WD,RL,170000
10171,NridgHt,1Story,5,2004,VinylSd,2,7,WD,RL,214000
12327,SawyerW,1.5Fin,8,1983,Wd Sdng,2,5,WD,RL,316600
7032,NAmes,SFoyer,5,1979,MetalSd,2,4,WD,RL,135960
13101,NAmes,1Story,5,1965,HdBoard,2,10,WD,RL,142600
7332,NAmes,1Story,6,1959,WdShing,1,4,WD,RL,120000
9967,Gilbert,SLvl,5,2000,VinylSd,2,8,WD,RL,170000
10500,NAmes,SLvl,7,1971,MetalSd,1,5,WD,RL,139000
8480,NAmes,1.5Fin,5,1947,MetalSd,1,6,COD,RL,118500
6292,SWISU,1.5Fin,7,1928,Wd Sdng,1,6,WD,RL,145000
11777,Sawyer,SLvl,6,1966,VinylSd,2,6,WD,RL,164500
3604,Somerst,2Story,5,2007,VinylSd,2,5,WD,FV,146000
12150,OldTown,1.5Fin,5,1954,MetalSd,1,7,WD,RM,131500
12704,NridgHt,1Story,5,2008,VinylSd,3,8,New,RL,253293
11841,Edwards,SFoyer,5,1990,HdBoard,0,5,WD,RL,118500
13500,OldTown,2.5Unf,9,1893,Wd Sdng,2,9,WD,RM,325000
6120,BrkSide,1.5Fin,7,1935,AsbShng,1,6,WD,RM,133000
11443,Timber,1Story,5,2005,VinylSd,3,7,New,RL,369900
8740,Sawyer,SFoyer,6,1982,HdBoard,2,4,WD,RL,137000
9100,BrkSide,1Story,6,1930,VinylSd,1,4,WD,RM,79500
8320,CollgCr,2Story,5,2004,VinylSd,2,6,WD,RL,185900
6600,Mitchel,1Story,8,1982,HdBoard,2,4,WD,RL,138000
4435,CollgCr,1Story,5,2003,VinylSd,2,4,WD,RM,140000
11302,StoneBr,1Story,5,2005,VinylSd,3,7,New,RL,319000
3600,OldTown,2Story,7,1910,VinylSd,1,7,WD,RM,114504
3922,Blmngtn,1Story,5,2006,VinylSd,3,7,New,RL,194201
1950,Blueste,2Story,6,1980,MetalSd,2,6,COD,RM,151000
10927,NridgHt,2Story,5,2005,VinylSd,2,8,WD,RL,275000
9000,IDOTRR,1.5Fin,6,1937,Wd Sdng,1,6,WD,RM,141000
10041,SawyerW,2Story,5,1992,HdBoard,2,8,WD,RL,220000
13600,NAmes,2Story,6,1965,HdBoard,2,7,WD,RL,205000
12168,Crawfor,2Story,6,1934,BrkFace,2,10,WD,RL,359100
11885,CollgCr,2Story,5,2001,VinylSd,2,7,WD,RL,261500
8402,Mitchel,1Story,5,2007,VinylSd,0,6,New,RL,147000
8800,NAmes,SFoyer,7,1963,MetalSd,2,6,WD,RL,137500
7861,Gilbert,2Story,5,2002,VinylSd,2,7,WD,RL,183200
7227,NAmes,1.5Unf,6,1954,MetalSd,2,4,WD,RL,105500
11694,NridgHt,1Story,5,2007,CemntBd,3,9,New,RL,314813
8248,Edwards,1Story,3,1914,Stucco,0,5,WD,RL,67000
10800,NWAmes,2Story,7,1974,HdBoard,2,9,WD,RL,240000
10400,NWAmes,2Story,5,1972,VinylSd,2,8,WD,RL,165150
10000,NAmes,1Story,6,1962,Wd Sdng,2,5,WD,RL,160000
12342,NAmes,1Story,5,1960,Wd Sdng,1,6,WD,RL,139900
9600,NAmes,SLvl,6,1955,AsbShng,1,7,WD,RL,153000
11606,NAmes,2Story,5,1969,Plywood,2,9,WD,RL,135000
9000,OldTown,2Story,6,1880,VinylSd,1,8,WD,RM,124000
4590,NridgHt,1Story,5,2006,VinylSd,2,6,WD,RL,209500
11900,NWAmes,1Story,5,1977,Plywood,2,6,WD,RL,82500
6979,OldTown,SFoyer,5,1980,Plywood,2,4,WD,RL,144000
10896,SWISU,2.5Fin,7,1914,VinylSd,0,14,WD,RH,200000
6000,OldTown,1.5Fin,4,1954,Wd Sdng,1,7,WD,RM,93000
8777,Edwards,1Story,7,1910,MetalSd,0,4,WD,RL,85000
3982,Blmngtn,1Story,5,2006,VinylSd,3,7,New,RL,264561
7050,Somerst,2Story,5,2001,VinylSd,2,7,WD,FV,226000
10793,NWAmes,2Story,5,1969,WdShing,2,7,WD,RL,152000
9187,Somerst,1Story,5,2009,CemntBd,3,7,New,FV,370878
10530,NAmes,1Story,5,1971,Plywood,2,5,WD,RL,143250
7200,NAmes,1Story,5,1950,MetalSd,2,7,WD,RL,98300
10452,Edwards,1Story,5,1953,Wd Sdng,2,5,WD,RL,155000
1936,MeadowV,SFoyer,6,1970,CemntBd,0,3,WD,RM,84500
8125,Somerst,2Story,6,2007,CemntBd,2,7,WD,FV,205950
9084,Edwards,2Story,5,1940,MetalSd,1,7,WD,RL,108000
8750,CollgCr,2Story,5,1996,VinylSd,2,7,WD,RL,191000
10437,NoRidge,1Story,6,1995,MetalSd,3,7,WD,RL,350000
1680,BrDale,2Story,5,1971,HdBoard,1,6,WD,RM,88000
7200,Crawfor,2Story,6,1931,Stucco,1,6,WD,RL,149000
17503,NAmes,1.5Fin,5,1948,VinylSd,1,6,WD,RL,97500
12384,NWAmes,2Story,7,1976,Plywood,2,7,WD,RL,197900
46589,NoRidge,2Story,7,1994,VinylSd,3,8,WD,RL,402000
13560,NAmes,1Story,3,1968,Wd Sdng,2,5,WD,RL,110000
10012,Edwards,SFoyer,5,1972,Plywood,2,6,WD,RL,137500
11194,Gilbert,2Story,5,2000,VinylSd,2,7,WD,RL,230500
18450,NAmes,2Story,5,1965,Plywood,2,7,WD,RL,129000
8125,SawyerW,1Story,5,1994,HdBoard,2,7,WD,RL,193500
14175,Sawyer,1Story,6,1956,CemntBd,2,6,WD,RL,168000
11600,Crawfor,1Story,5,1922,MetalSd,1,5,WD,RL,137500
8633,CollgCr,2Story,5,2005,VinylSd,2,7,WD,RL,173500
6629,Edwards,2Story,6,1925,Wd Sdng,1,6,WD,RH,103600
11250,Veenker,1Story,6,1977,Plywood,2,6,WD,RL,165000
14442,Crawfor,1Story,7,1957,CemntBd,2,7,WD,RL,257500
9200,NAmes,1Story,6,1965,HdBoard,1,5,WD,RL,140000
2289,NPkVill,2Story,6,1978,Plywood,2,7,WD,RL,148500
11844,StoneBr,1Story,5,2008,VinylSd,3,7,New,RL,372500
8012,SawyerW,1Story,5,1980,Plywood,1,5,WD,RL,143000
4500,SWISU,1.5Fin,5,1932,VinylSd,1,6,WD,RH,159434
2887,ClearCr,1Story,5,1996,Wd Sdng,2,6,WD,RL,173000
16770,NoRidge,2Story,5,1998,VinylSd,2,7,WD,RL,221000
5062,StoneBr,2Story,5,1984,HdBoard,2,6,WD,RL,207500
10207,Somerst,2Story,6,2007,VinylSd,2,7,New,FV,227875
5105,Somerst,2Story,5,2004,MetalSd,2,4,WD,FV,148800
8089,StoneBr,1Story,6,2007,MetalSd,2,7,New,RL,392000
7577,NridgHt,1Story,5,2005,VinylSd,2,6,WD,RL,194700
4426,CollgCr,1Story,5,2004,VinylSd,2,3,WD,RM,141000
21535,NoRidge,2Story,6,1994,HdBoard,3,10,WD,RL,755000
5400,OldTown,1Story,6,1921,MetalSd,1,4,WD,RL,108480
6120,BrkSide,1.5Fin,6,1936,Wd Sdng,2,5,WD,RM,141500
13811,Timber,1Story,6,1987,HdBoard,2,5,WD,RL,176000
6000,BrkSide,1Story,7,1921,Wd Sdng,1,4,WD,RM,89000
6420,Edwards,1Story,7,1952,Wd Sdng,1,6,WD,RL,123500
14331,Timber,1Story,5,2002,VinylSd,3,7,WD,RL,312500
12438,StoneBr,2Story,5,2006,VinylSd,3,10,New,RL,361919
7630,OldTown,2Story,9,1900,Wd Sdng,2,8,WD,RM,140000
8400,CollgCr,1Story,5,2004,VinylSd,2,7,WD,RL,213000
5600,IDOTRR,2Story,5,1930,VinylSd,0,7,WD,RM,55000
115149,ClearCr,1Story,5,1971,Plywood,2,5,WD,RL,302000
6240,NridgHt,1Story,5,2006,MetalSd,2,6,WD,RL,254000
9018,Gilbert,2Story,5,2007,VinylSd,2,8,New,RL,179540
7162,Sawyer,1Story,7,1966,HdBoard,1,6,WD,RL,109900
4130,BrkSide,1Story,6,1935,VinylSd,0,5,WD,RL,52000
8712,IDOTRR,1.5Fin,7,1900,MetalSd,1,7,WD,C (all),102776
4671,StoneBr,1Story,5,1988,HdBoard,2,5,WD,RL,189000
9873,BrkSide,1Story,5,1970,HdBoard,2,6,WD,RL,129000
10140,NWAmes,1Story,5,1974,HdBoard,2,7,WD,RL,165000
10800,OldTown,2Story,8,1890,Wd Sdng,2,8,WD,RM,159500
10542,NoRidge,2Story,5,1993,Wd Sdng,3,9,WD,RL,341000
6563,StoneBr,1Story,5,1985,HdBoard,2,5,WD,RL,275000
4426,CollgCr,1Story,5,2004,VinylSd,2,3,WD,RM,143000
8120,NAmes,1Story,7,1970,MetalSd,2,5,WD,RL,124500
8172,Edwards,1.5Fin,6,1954,MetalSd,1,7,WD,RL,135000
13286,Edwards,1Story,5,2007,CemntBd,3,8,WD,RL,320000
6960,NAmes,1Story,6,1970,HdBoard,2,5,WD,RL,120500
21695,Crawfor,1Story,9,1988,Wd Sdng,2,5,WD,RL,222000
7314,CollgCr,1Story,5,2007,VinylSd,2,6,WD,RL,194500
6240,IDOTRR,1.5Fin,5,1925,MetalSd,2,5,WD,RM,103000
5389,StoneBr,1Story,5,1995,CemntBd,2,5,WD,RL,236500
9590,Timber,SLvl,5,2003,VinylSd,2,6,WD,RL,187500
10000,Sawyer,1Story,6,1961,HdBoard,1,6,WD,RL,131400
8978,Sawyer,1Story,5,1968,Plywood,1,6,WD,RL,108000
10800,OldTown,2.5Unf,7,1914,Wd Sdng,2,6,WD,RM,163000
8544,NAmes,1Story,4,1950,Stucco,2,6,WD,RL,93500
10463,Gilbert,2Story,5,2005,VinylSd,3,8,WD,RL,239900
10800,Edwards,1Story,5,1987,Plywood,0,5,WD,RL,179000
9313,CollgCr,2Story,5,2004,VinylSd,2,7,WD,RL,190000
8450,SawyerW,1Story,5,2000,VinylSd,2,6,WD,RL,179000
12886,Sawyer,SLvl,6,1963,HdBoard,2,6,WD,RL,175000
5395,StoneBr,1Story,5,1993,HdBoard,2,5,WD,RL,180000
10593,NoRidge,1Story,5,1996,VinylSd,2,7,WD,RL,260400
8405,Edwards,1.5Fin,3,1945,WdShing,1,9,WD,RL,98000
7750,Gilbert,2Story,5,2003,VinylSd,2,6,WD,RL,162000
9236,CollgCr,1Story,5,1997,VinylSd,2,6,WD,RL,217000
10240,NridgHt,2Story,5,2005,VinylSd,3,8,WD,RL,275500
2280,Somerst,2Story,5,1999,MetalSd,2,6,WD,FV,179400
12257,NoRidge,2Story,5,1995,VinylSd,3,9,WD,RL,290000
9100,NAmes,1Story,6,1959,Wd Sdng,1,5,WD,RL,127500
8640,Somerst,2Story,5,2009,VinylSd,2,7,Con,FV,215200
14587,Somerst,1Story,5,2008,VinylSd,2,6,New,RL,264132
12508,Mitchel,1.5Fin,7,1940,VinylSd,1,7,WD,RL,160000
53504,StoneBr,2Story,5,2003,CemntBd,3,12,WD,RL,538000
8877,Edwards,1Story,5,1951,Wd Sdng,2,6,COD,RL,102000
10150,NAmes,1Story,5,1958,Wd Sdng,1,5,COD,RL,114500
14226,NridgHt,1Story,5,2006,VinylSd,3,9,New,RL,395000
4500,Mitchel,1Story,5,1998,VinylSd,2,5,WD,RM,162000
11210,CollgCr,1Story,5,2005,VinylSd,3,7,New,RL,221500
8400,SawyerW,1Story,5,1977,Plywood,2,10,WD,RH,144000
10530,Mitchel,SFoyer,5,1977,Plywood,2,4,WD,RL,135000
7875,Gilbert,1Story,5,1995,HdBoard,2,6,WD,RL,176000
7153,SawyerW,2Story,5,1992,VinylSd,2,7,WD,RL,175900
6300,OldTown,2.5Unf,6,1914,Wd Sdng,0,9,WD,RM,128000
10800,OldTown,1.5Fin,6,1915,MetalSd,1,7,WD,RM,139000
10142,SawyerW,2Story,5,2004,VinylSd,2,8,WD,RL,233000
6000,OldTown,1Story,7,1954,MetalSd,1,4,WD,RM,107900
3182,Blmngtn,1Story,5,2005,VinylSd,2,5,WD,RL,160200
11333,Mitchel,SLvl,5,1976,HdBoard,2,5,WD,RL,146800
9158,Somerst,1Story,5,2007,CemntBd,2,7,New,RL,225000
10832,Gilbert,2Story,5,1994,MetalSd,2,7,WD,RL,194500
8197,Sawyer,1Story,5,1977,Plywood,2,7,WD,RL,143500
7200,SWISU,1.5Fin,7,1937,Wd Sdng,1,7,WD,RL,175000
12798,ClearCr,2Story,5,1997,VinylSd,2,8,WD,RL,200000
4800,IDOTRR,1Story,7,1916,MetalSd,2,5,WD,RM,109900
13891,NridgHt,2Story,5,2008,VinylSd,3,12,New,RL,582933
9000,NAmes,1Story,5,1954,Wd Sdng,1,5,WD,RL,118000
12274,Somerst,1Story,5,2008,VinylSd,2,6,New,RL,227680
9750,NAmes,SLvl,5,1967,VinylSd,1,6,WD,RL,135500
21384,BrkSide,2Story,6,1923,Wd Sdng,2,6,WD,RL,223500
8100,OldTown,2.5Unf,5,1898,AsbShng,2,11,WD,RM,106000
10140,NWAmes,1Story,6,1974,HdBoard,2,5,WD,RL,181000
4438,CollgCr,1Story,5,2004,VinylSd,2,4,ConLD,RM,144500
8712,IDOTRR,1Story,5,1952,Wd Sdng,2,4,WD,C (all),55993
9750,NAmes,1Story,6,1958,MetalSd,1,7,COD,RL,157900
8248,Edwards,1.5Fin,7,1918,Stucco,1,7,WD,RL,116000
12137,CollgCr,1Story,5,1998,VinylSd,2,6,WD,RL,224900
11425,NAmes,1Story,6,1954,BrkFace,1,4,WD,RL,137000
13265,Mitchel,1Story,5,2002,CemntBd,3,7,WD,RL,271000
8816,ClearCr,SLvl,7,1971,HdBoard,2,6,WD,RL,155000
6371,NridgHt,1Story,5,2009,VinylSd,2,6,New,RL,224000
7226,CollgCr,2Story,5,2003,VinylSd,2,6,WD,RL,183000
6000,OldTown,1Story,4,1953,MetalSd,2,4,WD,RM,93000
12394,Gilbert,2Story,5,2003,VinylSd,2,7,WD,RL,225000
9900,SWISU,1.5Fin,7,1940,VinylSd,1,7,WD,RL,139500
11216,Somerst,1Story,5,2006,VinylSd,2,7,New,FV,232600
14803,NridgHt,1Story,5,2007,CemntBd,3,7,New,RL,385000
6130,BrkSide,1.5Unf,6,1924,MetalSd,0,5,WD,RM,109500
8529,SawyerW,1Story,5,2001,VinylSd,2,6,WD,RL,189000
28698,ClearCr,2Story,5,1967,Plywood,2,7,WD,RL,185000
2544,Somerst,2Story,5,2005,MetalSd,2,4,WD,FV,147400
11900,NAmes,1Story,5,1957,HdBoard,2,6,WD,RL,166000
9548,CollgCr,2Story,6,2003,VinylSd,2,7,WD,RL,237000
10004,NAmes,1Story,6,1964,HdBoard,2,6,WD,RL,167000
7875,NAmes,1Story,6,1961,VinylSd,2,6,WD,RL,139950
9600,Sawyer,1Story,7,1950,VinylSd,2,4,WD,RL,128000
9525,CollgCr,1Story,6,1995,VinylSd,1,6,WD,RL,144000
12155,SWISU,2Story,8,1925,Wd Sdng,1,7,WD,RH,140000
10440,OldTown,2Story,8,1904,MetalSd,2,8,WD,RM,157500
12665,OldTown,1.5Fin,8,1915,Wd Sdng,3,7,WD,RM,153900
16647,Sawyer,SFoyer,5,1975,HdBoard,2,6,WD,RL,171000
15523,CollgCr,1Story,6,1972,HdBoard,1,5,WD,RL,133500
45600,ClearCr,1.5Fin,8,1908,Wd Sdng,2,10,WD,RL,240000
9600,Veenker,SLvl,7,1976,Plywood,2,7,WD,RL,187000
7128,Crawfor,2.5Unf,5,1941,MetalSd,1,7,WD,RL,164000
12095,NAmes,SLvl,6,1964,MetalSd,2,7,WD,RL,158000
