LotArea,Neighborhood,HouseStyle,OverallCond,YearBuilt,Exterior1st,GarageCars,TotRmsAbvGrd,SaleType,MSZoning,SalePrice
10762,Gilbert,2Story,5,1999,VinylSd,2,9,WD,RL,225000
7500,Crawfor,2Story,7,1942,Wd Sdng,1,7,WD,RL,177500
3363,Edwards,2Story,5,2004,VinylSd,2,7,WD,RM,130000
8072,CollgCr,1Story,5,1994,VinylSd,2,5,WD,RL,138000
12000,OldTown,1Story,7,1948,MetalSd,2,6,WD,RM,147000
7153,SawyerW,1Story,5,1991,HdBoard,2,6,WD,RL,179200
17500,Crawfor,1Story,8,1959,BrkFace,2,7,WD,RL,335000
8814,CollgCr,1Story,5,2005,VinylSd,2,6,New,RL,203000
9572,NoRidge,2Story,5,1990,Wd Sdng,2,9,WD,RL,302000
14774,NoRidge,2Story,5,1999,VinylSd,3,10,WD,RL,333168
8190,Edwards,1Story,6,1954,Wd Sdng,1,5,WD,RL,119000
11075,NAmes,2Story,5,1969,HdBoard,2,9,WD,RL,206900
10226,CollgCr,1Story,5,2008,VinylSd,3,8,WD,RL,295493
4230,Somerst,1Story,5,2006,VinylSd,2,5,New,FV,208900
8400,NAmes,1Story,3,1957,BrkFace,2,6,WD,RL,156500
9986,Somerst,1Story,5,2006,VinylSd,3,7,New,RL,147000
3636,IDOTRR,1Story,4,1922,AsbShng,0,5,WD,RM,55000
4270,Edwards,1Story,6,1931,MetalSd,0,6,WD,RH,79000
10440,OldTown,1.5Fin,7,1920,BrkFace,2,8,WD,RM,256000
9084,Gilbert,2Story,5,1998,VinylSd,2,8,WD,RL,176500
10000,Somerst,1Story,5,2006,VinylSd,3,7,WD,RL,227000
10780,CollgCr,SLvl,5,1976,MetalSd,2,6,WD,RL,132500
8877,Edwards,1Story,6,1938,MetalSd,1,3,WD,RL,100000
2368,BrDale,2Story,6,1970,HdBoard,2,7,WD,RM,125000
9246,NWAmes,1Story,5,1973,Plywood,2,8,WD,RL,135000
4118,OldTown,1Story,4,1941,Wd Sdng,0,4,WD,RM,52500
9560,CollgCr,1Story,7,1972,MetalSd,1,5,WD,RL,128500
8294,NAmes,1Story,5,1971,MetalSd,4,5,WD,RL,123000
13695,SawyerW,1Story,5,2003,VinylSd,2,6,WD,RL,155000
9375,CollgCr,2Story,5,2002,VinylSd,2,7,WD,RL,228500
7558,Crawfor,1.5Fin,6,1928,BrkFace,2,9,WD,RL,177000
11103,CollgCr,2Story,5,2006,VinylSd,2,8,New,RL,155835
6000,OldTown,1Story,4,1920,MetalSd,1,5,WD,RM,108500
20781,NWAmes,1Story,7,1968,BrkFace,2,9,WD,RL,262500
15306,Timber,1Story,5,2006,VinylSd,3,7,New,RL,283463
5250,OldTown,2Story,5,1872,MetalSd,0,8,WD,RM,122000
11643,NAmes,2Story,5,1969,MetalSd,4,12,WD,RL,200000
9247,NAmes,2Story,6,1962,HdBoard,2,8,WD,RL,171000
6000,BrkSide,1.5Fin,9,1937,MetalSd,2,4,WD,RM,134900
10316,CollgCr,2Story,5,2000,VinylSd,3,7,WD,RL,235000
10192,NWAmes,SLvl,6,1968,MetalSd,2,8,WD,RL,170000
9477,NAmes,1Story,5,1966,HdBoard,1,5,WD,RL,110000
12537,NAmes,1Story,6,1971,VinylSd,2,6,WD,RL,149900
16737,NridgHt,1Story,5,2004,VinylSd,3,8,WD,RL,315000
16158,StoneBr,1Story,5,2005,VinylSd,2,7,WD,RL,260000
3180,Somerst,2Story,5,2005,MetalSd,2,4,WD,FV,144152
9179,CollgCr,2Story,5,1999,VinylSd,2,7,WD,RL,193000
2665,MeadowV,2Story,6,1977,CemntBd,1,6,WD,RM,127000
4435,CollgCr,1Story,5,2003,VinylSd,2,4,WD,RM,144000
10635,CollgCr,1Story,5,2003,VinylSd,2,8,WD,RL,232000
9600,NAmes,SLvl,6,1955,AsbShng,1,8,WD,RL,165500
11400,NoRidge,1Story,5,2001,VinylSd,3,8,WD,RL,466500
10625,Somerst,2Story,5,2005,CemntBd,3,9,WD,FV,250000
10991,Timber,1Story,5,2007,VinylSd,3,7,New,RL,239000
10998,Edwards,1.5Fin,5,1941,Wd Sdng,2,6,WD,RL,117000
1953,BrDale,2Story,5,1973,HdBoard,1,5,WD,RM,83000
9735,Timber,SLvl,5,2006,VinylSd,2,7,WD,RL,167500
12925,NAmes,1Story,7,1970,BrkFace,2,7,WD,RL,237500
7200,OldTown,2Story,7,1920,Wd Sdng,2,8,WD,RM,157000
25339,Sawyer,1Story,7,1918,Wd Sdng,2,7,WD,RL,112000
5436,IDOTRR,1.5Fin,8,1922,VinylSd,1,7,WD,RM,125500
16692,NWAmes,2Story,5,1978,Plywood,2,12,WD,RL,250000
14892,Gilbert,1Story,5,2006,VinylSd,3,7,WD,RL,377500
7838,NAmes,SFoyer,5,1967,HdBoard,1,6,WD,RL,123000
10800,OldTown,1.5Fin,7,1905,Wd Sdng,2,7,WD,RM,163000
4045,Blmngtn,1Story,5,2006,VinylSd,3,6,New,RL,246578
12665,Timber,2Story,5,2005,VinylSd,3,9,WD,RL,281213
6120,BrkSide,2Story,8,1920,MetalSd,1,8,WD,RM,137500
7200,NAmes,1.5Fin,4,1950,VinylSd,1,7,WD,RL,138000
6171,SWISU,1.5Fin,6,1925,WdShing,1,7,WD,RL,137450
7415,Gilbert,2Story,5,2004,VinylSd,2,8,WD,RL,193000
6762,CollgCr,1Story,5,2006,VinylSd,2,6,New,RL,193879
10410,OldTown,1.5Fin,4,1915,Wd Sdng,3,6,WD,RL,105000
8445,CollgCr,SFoyer,7,1972,HdBoard,2,5,WD,RL,133000
7740,OldTown,2Story,7,1910,VinylSd,2,6,WD,RM,125500
12420,CollgCr,2Story,5,2001,VinylSd,2,6,WD,RL,230000
9600,NAmes,1.5Fin,8,1950,VinylSd,1,6,WD,RL,140000
10994,SawyerW,1Story,5,2005,VinylSd,2,7,COD,RL,257000
3635,Blmngtn,1Story,5,2007,VinylSd,3,7,WD,RL,175900
16545,NoRidge,2Story,5,1998,VinylSd,3,7,WD,RL,340000
16381,Crawfor,1Story,5,1969,Plywood,2,7,WD,RL,223000
11700,NWAmes,2Story,6,1968,HdBoard,2,7,WD,RL,179900
4043,NPkVill,1Story,5,1977,Plywood,2,4,WD,RL,127500
4435,CollgCr,1Story,5,2003,VinylSd,2,3,WD,RM,136500
19690,Edwards,SLvl,7,1966,Plywood,2,8,WD,RL,274970
9503,NAmes,1Story,5,1958,HdBoard,1,6,WD,RL,144000
10721,NAmes,1Story,6,1959,HdBoard,2,7,WD,RL,142000
10944,NoRidge,2Story,5,1994,VinylSd,2,5,WD,RL,271000
12546,NWAmes,1Story,7,1981,MetalSd,2,7,WD,RL,182900
21930,Gilbert,2Story,5,2005,VinylSd,2,7,WD,RL,192140
4928,NPkVill,1Story,6,1976,Plywood,2,5,WD,RL,143750
10800,OldTown,1Story,6,1927,Wd Sdng,1,5,WD,RL,64500
10261,Gilbert,2Story,5,2000,VinylSd,2,8,WD,RL,186500
8400,NAmes,1Story,9,1962,Wd Sdng,2,7,COD,RL,174000
11584,NWAmes,SLvl,6,1979,HdBoard,2,6,WD,RL,197000
11526,Crawfor,2.5Fin,7,1922,MetalSd,2,11,WD,RL,191000
4426,CollgCr,1Story,5,2004,VinylSd,2,3,WD,RM,149300
11003,Somerst,2Story,5,2008,VinylSd,3,10,WD,FV,310000
8854,BrkSide,1.5Unf,6,1916,Wd Sdng,1,4,WD,RL,121000
8400,Sawyer,SFoyer,5,1966,VinylSd,1,6,WD,RL,129000
26142,Mitchel,1Story,7,1962,HdBoard,1,6,WD,RL,157900
1533,MeadowV,SFoyer,7,1970,CemntBd,0,3,WD,RM,92000
9000,NAmes,2Story,5,1974,VinylSd,0,8,WD,RL,136000
9262,Somerst,1Story,5,2008,CemntBd,3,7,New,RL,287090
7500,Somerst,1Story,5,2004,VinylSd,2,6,WD,FV,185000
7917,Gilbert,2Story,5,1999,VinylSd,2,7,WD,RL,175000
13175,NWAmes,1Story,6,1978,Plywood,2,7,WD,RL,210000
9717,NAmes,1Story,6,1950,MetalSd,1,5,WD,RL,142125
26294.50467,SWISU,2.5Fin,5,2006.573332,Stone,3,10.570667,WD,RL,550149.3295
16175.04172,NridgHt,1Story,6.653694,1955.936836,VinylSd,3,9.653694,WD,RL,470014.1
14088.7108,NridgHt,2Story,5,2000.789182,VinylSd,3,9.723648,WD,RL,409874.6534
14420.48968,Sawyer,2Story,5,2007.16665,VinylSd,3,10.583325,New,RL,443143.8557
13104.36478,SWISU,2.5Fin,5,1997.831421,MetalSd,2.41653,10,Oth,RL,433657.1341
29029.92676,NoRidge,2Story,5,1999.000684,Plywood,3,10.61549,Oth,RL,612054.0953
13940.46948,NridgHt,2Story,5,2008,VinylSd,3,11.935754,New,RL,582035.7072
16908.98712,NoRidge,2Story,5.112619,1994.943691,VinylSd,3,8.943691,WD,RL,402943.6906
32957.8859,NoRidge,2Story,5,1996.665713,MetalSd,3,10.256264,WD,RL,619609.88
14035.73068,SawyerW,2Story,5,2006.558816,VinylSd,3,10.279408,New,RL,440870.2522
10833.22446,IDOTRR,2Story,5,2006.346044,VinylSd,3,10.307912,New,RL,425261.0297
14289.08431,NridgHt,2Story,5,1999.683673,VinylSd,3,9.585459,WD,RL,408561.8615
12530.03627,NridgHt,2.5Unf,5,2003.144294,Stone,2.742953,9.257047,Oth,RL,427028.1884
34941.50239,NoRidge,2Story,5,1995.523413,HdBoard,3,10,WD,RL,622181.6207
19477.09834,NridgHt,2.5Fin,7.797263,1924.77457,Wd Sdng,3,10.797263,WD,RM,472444.1849
14618.22893,NridgHt,2.5Fin,5,2001.269169,VinylSd,3,9,Oth,RL,398440.6046
12776.06445,NAmes,2.5Fin,5,2006,MetalSd,3,9.119689,New,RL,418870.5554
11943.26375,NAmes,2.5Fin,5,1995.843897,HdBoard,2.274564,10.274564,Oth,RL,428591.4863
11523.46113,Mitchel,2.5Fin,5,1997.999099,MetalSd,2.428507,10.428507,Oth,RL,427801.7586
15221.99288,NridgHt,1Story,5,2008,VinylSd,3,10.271438,WD,RL,558791.0363
14164.92524,NoRidge,1Story,5,2006,CemntBd,3,8.190685,New,RL,415906.4137
15242.87362,NridgHt,1Story,5,2008,VinylSd,3,10.24432,WD,RL,558412.295
14691.51412,NoRidge,2.5Unf,5,2000.385246,VinylSd,3,9,Oth,RL,399083.4572
11988.52995,NWAmes,2Story,5,2006.806509,VinylSd,3,9.386983,New,RL,425781.3547
13450.65561,SawyerW,2.5Unf,5,2002.728463,Stone,2.766319,10,New,RL,436728.2791
34988.83513,NoRidge,2Story,6.262334,1994.368833,VinylSd,3,8.368833,WD,RL,402368.8329
12796.06102,NoRidge,2.5Fin,5,2003.754348,VinylSd,3,9.180435,Oth,RL,458536.3926
29779.64951,SWISU,2.5Fin,5,2006.11564,Stone,3,10.753744,WD,RL,548593.1752
12593.18833,NoRidge,2.5Fin,5,1998.798968,MetalSd,2.453265,9.546735,Oth,RL,428186.9419
41652.14787,NoRidge,2Story,6.686061,1994.15697,VinylSd,3,8.15697,WD,RL,402156.9696
12742.1804,NoRidge,2.5Fin,5,2003.648045,VinylSd,3,9.134876,Oth,RL,458843.746
18590.54526,NridgHt,2Story,5,2005.206361,Stucco,3,11.570209,New,RL,591973.0005
19910.2551,OldTown,1Story,5,2007.411754,Stucco,3,10.235298,WD,RL,552999.9649
14639.87473,NridgHt,2.5Fin,5,2001.00809,VinylSd,3,9,Oth,RL,398630.48
14646.0873,NridgHt,2.5Fin,5,2000.933158,VinylSd,3,9,Oth,RL,398684.9763
11708.65754,NPkVill,2Story,5,2006.694961,VinylSd,3,9.610078,New,RL,425655.3061
14248.69289,NridgHt,2.5Fin,5,2005.207452,MetalSd,3,8.528365,Oth,RL,414558.8172
20494.40875,NridgHt,2Story,5,2004.074612,Stone,3,11.396094,Oth,RL,595635.2542
14478.91524,NridgHt,2.5Unf,5,2008,VinylSd,3,11.236474,Oth,RL,572269.2101
42581.69477,SawyerW,2.5Unf,5,2004.43439,MetalSd,3,11.426244,WD,RL,542876.9256
14386.66048,NridgHt,2.5Unf,5,2004.018869,Stone,2.751179,10.751179,New,RL,442214.9264
15295.56703,NridgHt,1Story,5,2008,VinylSd,3,10.175887,WD,RL,557456.5254
13762.16663,NridgHt,2Story,5,2002.590805,VinylSd,3,9.948851,WD,RL,412014.0807
24927.78251,NoRidge,2Story,5.761492,1994.238508,HdBoard,3,10,WD,RL,723993.9033
13854.70958,NridgHt,2.5Unf,5,2003.656337,Stucco,3,9.562442,WD,RL,413112.1436
13959.22876,NridgHt,2Story,5,2008,VinylSd,3,11.911391,New,RL,581695.4454
15132.12751,NoRidge,2Story,5,1995.070831,VinylSd,3,9,WD,RL,402948.4869
13956.69618,NridgHt,2Story,5,2008,VinylSd,3,11.91468,New,RL,581741.3822
10003.90544,CollgCr,2Story,5,2005.800265,VinylSd,2.985733,10.985733,New,RL,424943.1884
19156.41746,NoRidge,2Story,5.68883,1998.356378,Plywood,3,10.62234,Oth,RL,701457.9329
14124.79521,NridgHt,2.5Fin,5,2005.435661,VinylSd,3,9.188113,New,RL,398291.9774
36317.28392,NoRidge,2Story,6.346811,1994.326594,VinylSd,3,8.326594,WD,RL,402326.5943
14706.01476,OldTown,2Story,5,2007.617717,VinylSd,3,10.808858,New,RL,444831.0698
14546.1098,NridgHt,2.5Fin,5,2002.139027,VinylSd,3,9,Oth,RL,397807.9807
43743.23606,Somerst,2Story,5,2004.232015,HdBoard,3,12,WD,RL,549071.6282
14404.03004,NridgHt,2.5Fin,5,2003.852708,VinylSd,3,9,New,RL,396561.667
14365.92744,NridgHt,2Story,5,2007.940054,VinylSd,3,12,New,RL,582394.2901
31858.64502,NoRidge,2Story,5,1997.319156,MetalSd,3,10.356793,WD,RL,617495.3907
42813.49553,NoRidge,2Story,6.759912,1994.120044,VinylSd,3,8.120044,WD,RL,402120.044
14823.35274,NridgHt,2.5Fin,5,2008,VinylSd,3,10.789152,Oth,RL,566021.6953
49121.80826,Somerst,2Story,5,2003.575499,HdBoard,3,11.769801,WD,RL,539956.6953
24328.78957,SWISU,2Story,5,2006.68253,Stone,3,12,Oth,RL,571093.4221
53483.30393,StoneBr,2Story,5,2003.002718,CemntBd,3,11.998913,WD,RL,538009.241
11070.41254,IDOTRR,2.5Unf,5,2000.324981,Plywood,2.594642,10.594642,Oth,RL,426949.4889
35639.50375,Sawyer,2Story,5,2005.254878,Plywood,3,12,Oth,RL,558263.6864
14558.91599,NridgHt,2.5Unf,5,2008,VinylSd,3,11.132577,Oth,RL,570818.1316
14309.55646,NridgHt,2.5Unf,5,2006.740388,VinylSd,3,10.460166,New,RL,449902.8994
14613.88178,NoRidge,2Story,5,1997.891687,VinylSd,3,9.361461,WD,RL,406433.878
29658.92594,NoRidge,2Story,5,1998.626776,MetalSd,3,10.557966,Oth,RL,613264.0321
12901.72369,NridgHt,2.5Fin,5,1994.96579,CemntBd,2.211842,10,WD,RL,431859.9737
16352.45505,NridgHt,2Story,5.702052,1987.640492,VinylSd,3,11.175513,New,RL,451305.0682
12920.04789,NoRidge,1Story,5,1993.617361,CemntBd,2.101085,10.101085,WD,RL,431643.7441
20579.66752,NoRidge,2Story,5.875022,1995.749693,MetalSd,3,10.249956,WD,RL,733495.3959
13521.84487,Somerst,2Story,5,2003.73518,Stucco,2.838227,10,New,RL,437359.6343
16085.75155,NridgHt,1Story,6.622771,1956.779488,VinylSd,3,9.622771,WD,RL,469948.3886
34240.31063,NoRidge,2Story,5,1995.903377,HdBoard,3,10.138981,WD,RL,622076.74
14492.97132,NridgHt,2.5Fin,5,2002.779951,VinylSd,3,9,Oth,RL,397341.8537
10637.99943,Edwards,2Story,5,2006,Stucco,3,10.549833,New,RL,423433.6677
16129.35101,NridgHt,2Story,5.590528,1990.874692,VinylSd,3,11.147632,New,RL,450503.7951
25480.45653,NoRidge,2Story,5.722639,1994.277361,HdBoard,3,10,WD,RL,718943.1038
21103.82654,NridgHt,2Story,5,2003.712344,Stone,3,11.340361,Oth,RL,596807.5244
11798.97552,NPkVill,2Story,5,2006.730959,VinylSd,3,9.538082,New,RL,425695.9834
14001.65038,NridgHt,2.5Unf,5,2001.288301,Plywood,2.580519,10.580519,Oth,RL,439439.816
13766.88859,NoRidge,1Story,5.819702,1978.663129,VinylSd,3,8.819702,WD,RL,468241.8661
20257.69827,NoRidge,2Story,5.832901,1996.33938,MetalSd,3,10.334197,WD,RL,726247.8444
32691.65617,NoRidge,2Story,5,1996.962146,MetalSd,3,10,WD,RL,614434.5975
31949.31263,NoRidge,2.5Unf,6.095282,1999.428305,VinylSd,3,8.452359,Oth,RL,398833.4885
13650.72644,StoneBr,2Story,5,2005.557748,VinylSd,2.968411,10,New,RL,438502.6446
12670.07793,NoRidge,1Story,5,1993.508399,CemntBd,2.10056,9.89944,WD,RL,429597.7603
15841.23429,NridgHt,1Story,6.53809,1959.087053,VinylSd,3,9.53809,WD,RL,469768.4408
14107.83012,NridgHt,2Story,5,2007.871106,VinylSd,3,11.98017,New,RL,583350.0923
14039.42303,NridgHt,2.5Unf,5,2004.383555,Plywood,3,9.07763,Oth,RL,413790.3958
14334.23721,NridgHt,1Story,5,2004.694507,VinylSd,3,9,New,RL,395949.4492
13305.6268,Sawyer,2.5Unf,5,2000.677551,Plywood,2.619825,10,Oth,RL,435442.0639
10547.43175,Crawfor,2Story,5,2006,Stucco,3,10.610414,New,RL,423626.9595
15209.62985,NridgHt,1Story,5,2008,VinylSd,3,10.287494,WD,RL,559015.2808
27739.72629,NoRidge,2Story,5,1999.767642,Plywood,3,10.733483,Oth,RL,609572.2779
14474.45458,NridgHt,2Story,5,2007.653166,VinylSd,3,11.946641,New,RL,584055.3277
12090.41959,NWAmes,2Story,5,2006.847118,VinylSd,3,9.305764,New,RL,425827.2436
12223.41084,NoRidge,2Story,5,2006.900124,VinylSd,3,9.199752,New,RL,425887.14
14231.91846,NridgHt,1Story,5,2005.928615,VinylSd,3,9,New,RL,395051.9163
12621.11044,NoRidge,2.5Fin,5,1996.877722,HdBoard,2.325181,9.674819,Oth,RL,428699.2742
14299.57002,NridgHt,1Story,5,2006,CemntBd,3,8.100622,New,RL,415619.0515
14512.44455,SWISU,2Story,5,2007.311919,VinylSd,3,10.655959,New,RL,443687.232
14276.44227,NridgHt,1Story,5,2006,CemntBd,3,8.116092,New,RL,415668.4113
14221.35352,NridgHt,2Story,5,2007.803622,VinylSd,3,11.969788,New,RL,583568.4649
13729.90837,NridgHt,2Story,5,2002.768781,VinylSd,3,9.971098,WD,RL,412225.4279
21019.45545,NridgHt,2Story,5,2003.762498,Stone,3,11.348077,Oth,RL,596645.229
17445.27248,NridgHt,2.5Unf,6.248324,1971.798599,VinylSd,3,11.312081,Oth,RL,455229.897
23923.96213,NridgHt,2Story,5,2002.035918,Stone,3,11.082449,Oth,RL,602232.3103
13741.93997,NridgHt,2Story,5,2002.7024,VinylSd,3,9.9628,WD,RL,412146.6002
29875.97855,NoRidge,2Story,5.413639,1994.586361,HdBoard,3,10,WD,RL,678773.131
10287.24686,Crawfor,2Story,5,2004.345634,Stucco,2.881831,10.881831,New,RL,425476.207
14540.52815,SWISU,2Story,5,2007.356285,VinylSd,3,10.678142,New,RL,443853.1826
35237.92887,NoRidge,2Story,5,1995.310345,HdBoard,3,10.047745,WD,RL,623995.7489
12686.91244,NoRidge,1Story,5,1992.350062,BrkFace,2.023337,9.976663,WD,RL,429906.6502
16392.39723,NridgHt,2Story,5.722018,1987.061475,VinylSd,3,11.180505,New,RL,451448.5196
14372.67152,NridgHt,1Story,5,2005.695557,HdBoard,3,8.202962,New,RL,415014.0563
31032.75146,NoRidge,2Story,5,1997.810107,MetalSd,3,10.432324,WD,RL,615906.7098
19412.91383,NoRidge,2Story,5.722385,1997.886605,MetalSd,3,10.555229,Oth,RL,707231.6849
10645.50729,Edwards,2.5Unf,5,2002.50638,Stone,2.750456,10.750456,New,RL,426150.1622
14843.49109,NoRidge,2.5Unf,5,1998.552191,VinylSd,3,9,Oth,RL,400416.5885
14953.69152,NoRidge,2.5Unf,5,1997.223019,VinylSd,3,9,WD,RL,401383.259
12349.03528,NoRidge,2.5Fin,5,2002.872392,VinylSd,3,8.802454,Oth,RL,461086.3796
11112.80871,MeadowV,2Story,5,2006.457477,VinylSd,3,10.085047,New,RL,425386.9485
12502.54057,NridgHt,2Story,5,2005.036199,Stucco,2.86908,9.13092,New,RL,426523.6801
18083.58949,NoRidge,2Story,5.548481,2000.321265,Plywood,3,10.903038,Oth,RL,677308.4965
12126.88497,NPkVill,2.5Fin,5,1994.901214,CemntBd,2.20723,10.20723,WD,RL,428936.9123
14492.06134,NridgHt,2.5Fin,5,2002.790927,VinylSd,3,9,Oth,RL,397333.8714
11899.27269,NoRidge,1Story,5.172908,1996.288249,VinylSd,3,8.172908,WD,RL,466867.4301
14568.32667,NridgHt,2.5Unf,5,2008,VinylSd,3,11.120355,Oth,RL,570647.4378
